"","value"
"930","배포즉시 보도할 수 있습니다"
"931","보 도 자 료"
"932","PRESS RELEASE"
"933","총괄조정관"
"934","(도민안전실장)"
"935","710-3800"
"936","(보건복지여성국장)"
"937","710-2800"
"938","동영상 (웹하드): 있음□ 없음■"
"939","사진 : 있음□ 없음■"
"940","후속자료 : 있음"
"941","제주여행 폭증 대비 특별입도절차 시즌 2 전격 추진"
"942","모든 입도객 대상 확대…발열검사 기준 37.3℃로 낮춰"
"943","- 이상 증상자 선별 검사기준 확대…자치경찰 지원 등 1:1 발열검사 강화 -"
"944","- 초스피드 워크스루 도입해 검사 속도 향상…탑승 전부터 사전안내 실시 -"
"945","- 원희룡 지사“국경을 넘는다는 마음가짐으로 방역절차에 적극 협조해야”-"
"946","<U+F071> 제주특별자치도는 앞으로 제주를 방문하는 모든 입도객을 대상으로 특별입도절차를 진행한다고 밝혔다."
"947","<U+F071> 제주도는 오는 30일부터 코로나19 지역감염 또는 집단감염 위험에 대비한 특별입도절차 시즌 2를 전격 가동한다."
"948","<U+274D> 앞서, 특별입도절차 시즌 1은 지난 3월 24일부터 △항공기 내 방송 등을 통한 사전안내 △해외방문자 신고 △보건소 연계 코로나19 검사 실시 등을 주요 골자로 시행됐다."
"949","- 지난 3월 30일에는 제주국제공항 부근 워크스루 선별진료소를 설치해 해외방문이력을 가진 입도객을 대상으로 공항 내에서 검체채취와 격리를 지원하는 원스톱 관리체계를 구축했다."
"950","<U+274D> 이를 통해 제주도는 도내 7·8·13번째 환자를 입도 후 관할 보건소에서 검사를 받도록 유도했으며, 제주공항 워크스루 선별진료소를 통해 10·12번째 환자를 신속히 확인했다."
"951","<U+F071> 특별입도절차 시즌 2는 14일 이내 해외방문이력자는 물론, 일반 입도객의 의심 증상과 발열 증상 등을 확인하는 것으로 한층 강화된다."
"952","<U+274D> 우선, 제주도는 발열 검사의 이상 온도 기준을 기존 37.5℃가 아닌 37.3℃로 강화해 코로나19 검사 대상 범위를 최대한 넓힌다는 복안이다."
"953","- 37.3℃ 이상의 발열자 및 건강 이상자를 대상으로 건강기초조사서를 작성하도록 하고, 이를 기반으로 의사 문진에 따라 필요시 공항 내 워크스루 선별진료소에서 코로나19 검체 검사를 받도록 안내할 방침이다."
"954","<U+F071> 제주도는 모든 입도객을 1:1 수준으로 발열 감시할 수 있도록 시스템을 정밀화하는 등 더 높은 수준의 방역 체제를 구축한다."
"955","<U+274D> 제주도는 발열검사 시 자치경찰단의 협조를 얻어 한 줄로 서기, 1m 거리 두기 등을 실시하며, 입도객 증가에 대비해 상주 방역 인력도 확대할 방침이다."
"956","<U+F071> 특히, 제주도는 오는 30일 이전에 제주공항 내에 다목적 음압·양압 검체 채취 부스(일명, 초스피드 워크스루) 2대를 도입하는 등 워크스루 선별진료소 운영방식을 개선할 계획이다."
"957","<U+274D> 초스피드 워크스루는 1인 진료 부스로, 안전하고 빠른 검사가 가장 큰 장점이다. 또한, 레벨D 등 안전장비 착용이나 부스 내 소독이 필요하지 않아 의료진 부담이 경감된다."
"958","<U+F071> 마지막으로 제주도는 비행기에 탑승하는 모든 입도객을 대상으로 한국항공공사 제주지역본부와 항공사의 협조 아래 △특별입도절차 시즌 2 △코로나19 위생수칙 등에 대한 사전안내를 강화한다."
"959","<U+274D> 항공사 예약 문자·카카오톡 서비스 등 온라인 방식을 적극 활용하고, 제주공항 도착장 내 안내 현수막·배너 등의 설치를 확대해 오프라인 홍보도 지원한다."
"960","<U+F071> 원희룡 도지사는 “검역절차가 강화된 특별입도절차 시즌 2에 따라 모든 입도객은 공·항만에서 국경을 넘는다는 마음가짐으로 임해야 한다”며 “제주는 70만 도민의 터전인 만큼 성숙한 시민 의식으로 방역 절차에 적극 협조해 주시길 당부한다”고 밝혔다."
"961","※ 관련 문의: 보건복지여성국 정인보 보건건강위생과장 ☎ 064) 710-2910"
"962","다목적 음·양압 검체 채취 부스(일명, 초스피드 워크스루)"
"963","< 제주공항 특별입도절차 시즌 2 체계도>"
"964","제주행 항공기 탑승전"
"965","공항공사 및 항공사"
"966","특별입도절차 관련 사전안내 강화"
"967","항공기 기내"
"968","기내 승무원"
"969","특별입도절차 관련 기내방송"
"970","2주이내 해외방문 이력자"
"971","일반 입도객 발열체크 강화"
"972","- 해외방문자 방문이력 신고 및 검사안내"
"973","- 자치경찰단 및 행정요원 인솔하 공항 워크스루 안내"
"974","- 한줄서기 유도를 통한 1:1 발열체크"
"975","- 37.3°C 이상온도자 대상 분류 및 재검진"
"976","- 발열 이상자 대상 건강기초조사서 작성"
"977","- 건강기초조사서 기반 상주의사 문진 및 필요시 공항 워크스루 검사 안내"
"978","※ 기존 선별진료소 이송"
"979","상주 간호인력, 행정요원 및 공항 근무 자치경찰단, 군인"
"980","제주공항 워크스루 다목적 음<U+2027>양압 검체 채취 부스"
"981","상주의사, 간호인력 및 행정요원"
"982","- 상주의사 문진 및 검체 채취 → 판정결과 대기후 음성판정 시"
"983","- (해외방문자) : 2주간 의무격리 (발열 증상자) : 위생교육"
"984","해외방문자 중 미검사자 사전·후 관리"
"985","- 질병보건통합관리시스템 활용 명단 확보 후 안내 문자메시지 전송"
"986","- 외국인 고용허가제 연계 고용주 대상 특별입도절차 사전안내"
"987","- 공항 도착장 내 현수막 및 배너 추가 설치로 검사 유도"
"988","- 특정시간 이상 연락두절 시 경찰 위치추적 요청"
"989","제주도, 돌하르방도 마스크 씌운다"
"990","‘황금 연휴 코앞’ 제주도, 코로나19 청정지역 사수 총력"
"991","- 5일까지 관광 비상 상황실 운영… 유관기관 합동 방역체계 구축 및 특별관리 돌입 -"
"992","- 도내 곳곳 ‘마스크 쓴 돌하르방’ 등 입도객 협조 분위기 조성에도 구슬땀 -"
"993","<U+F071> 황금연휴가 본격 시작되는 오는 30일부터 5월 5일까지 총 179,060여명의 관광객이 제주로 입도할 것으로 집계됨에 따라, 제주특별자치도가 청정 제주를 지키고 안전 관광을 실현하기 위해 긴장의 끈을 놓지 않고 있다."
"994","<U+274D> 이는 전년 동기간 315,186명 대비 43.2%가 감소한 수치이나, 석가탄신일인 4월 30일은 입도관광객이 3만명을 넘기며 코로나19 확산 방지를 위해 중요한 변곡점이 될 것으로 전망되고 있다."
"995","※ 입도 예상 관광객 (단위: 명)"
"996","179,060"
"997","24,682"
"998","30,192"
"999","27,038"
"1000","24,993"
"1001","25,141"
"1002","24,430"
"1003","22,584"
"1004","315,186"
"1005","44,669"
"1006","44,466"
"1007","45,894"
"1008","43,906"
"1009","46,976"
"1010","51,311"
"1011","37,964"
"1012","<U+F071> 이에 제주특별자치도는 관광사업체에 대한 고강도 방역 강화와 코로나19 예방수칙 이행 철저, 사회적 거리두기 등 유관기관과 함께 방역 체계 구축을 위한 특별 관리에 돌입했다."
"1013","<U+274D> 이를 위해 지난 23일 관광공사, 협회 등을 비롯한 유관기관 및 관계부서와 합동으로 황금연휴에 대비한 방역체계 구축 협력회의를 개최하고 안전관광 시스템 구축을 위한 다양한 방안들을 논의한 바 있다."
"1014","<U+274D> 우선 제주도는 5월 5일까지 관광 비상 상황실을 운영하며, 관광 유관 기관 비상연락 및 협조체계를 유지하고 있으며, 유관기관 홈페이지 및 SNS 등을 활용해 ‘청정 안전관광 제주’를 홍보하고 있다."
"1015","<U+274D> 또한 27일부터 28일까지 양일간 관광사업체 873*개소에 대해 방역 특별 지도점검을 실시할 계획이다."
"1016","관광숙박업"
"1017","휴양펜션업"
"1018","유원시설업"
"1019","이용시설업"
"1020","관광식당업"
"1021","- 이를 통해 관광지별 방역관리자를 지정하고 실내관광지 관광객 마스크 착용 의무화, 방문객 2m 간격 유지 등을 요청함과 동시에 만일의 경우 사후 관리를 대비한 방명록 작성 등을 강조할 예정이다."
"1022","- 또한 유증상자 발생 시 반드시 격리 조치 후 보건당국에 즉시 신고토록 협조도 요청한다."
"1023","<U+274D> 아울러 실내관광지 180여개 소에 발열체크기를 배부해 방문객에 대한 발열 체크토록 지도하고, 손소독제 및 소독약품 등 방역물품도 같이 배부하는 한편, 관광업계의 방역협조를 위한 업체 대응 매뉴얼도 배부한다."
"1024","<U+274D> 사회적 거리두기 동참을 유도하기 위해 오는 4월 29일부터 공항만에서 안전한 제주관광 즐기기 캠페인도 병행한다."
"1025","<U+274D> 제주도 상징물인 돌하르방에 마스크를 씌우고, 관광지 등에 위생수칙 안내 현수막을 설치하는 등 입도객을 대상으로 안전 관광 분위기를 조성할 계획이다."
"1026","※ 관련 문의: 관광국 김재웅 관광정책과장 ☎ 064) 710-3310"
"1027","제주지역 렌터카 대여시 방역지침 이행 서약서 받는다"
"1028","- 제주도, 교통분야 특별방역 추진… 버스<U+2027>택시등 대중교통서도 이중삼중 철통 방역 -"
"1029","<U+F071> 제주도가 4월 말부터 5월 초까지 이어지는 황금연휴기간 동안 렌터카 이용자를 대상으로 방역 지침 이행 서약서를 받는다."
"1030","<U+274D> 방역 지침 이행 서약서에는 마스크 착용 의무화와 의심증상시 신속한 연락과 동선 기록에 대한 협조 내용 등이 담겼다."
"1031","<U+274D> 이는 연휴기간 제주지역을 방문하는 대다수의 관광객이 렌터카를 이용하는 것으로 파악됨에 따라, 제주특별자치도의 방역 지침을 사전 안내하고 증상이 나타날 경우 여행을 즉각 중단하고 가까운 상황실로 신속히 연락할 수 있도록 조치하기 위해서다."
"1032","<U+274D> 또한 이용자의 서명이 담긴 서약서를 렌터카 업체가 2주 동안 보관하도록 함으로써 향후 역학 조사가 필요한 경우에 신속한 동선 파악에 활용할 계획이다."
"1033","<U+F071> 더불어 제주특별자치도는 오는 4월 29일부터 5월 5일까지 대중교통현장 특별점검반이 제주시, 서귀포시 지역의 터미널과 회차지, 주요 정류장에 대한 현장 점검에 나선다."
"1034","<U+274D> 이와 함께 버스 내에서는 안내 방송을 지속적으로 송출해 대중교통 이용 시 마스크 착용 의무화를 유도한다."
"1035","<U+274D> 택시에서도 각 운수업체와 택시조합을 통해 택시 내 방역 빈도를 높이도록 하고, 마스크 착용에 대한 점검도 강화해 강도 높은 긴장감을 유지하도록 할 계획이다."
"1036","<U+F071> 그동안 제주도는 코로나19 확산 방지를 위해 전문업체에 위탁방역을 추진하는 등 교통 분야 방역에도 노력해왔다."
"1037","<U+274D> 도내 881대 버스의 전문업체 위탁방역을 월1회에서 주1회로 강화하고, 1회 구간운행 종료 시마다 자체 방역을 실시하고 있으며,"
"1038","<U+274D> 운행 중인 5,332대의 택시인 경우 조합 LPG충전소 또는 회사에서 연무소독기로 방역을 추진하고 도에서 지급한 휴대용소독제를 비치해 수시로 소독하고 있다."
"1039","<U+274D> 렌터카 및 셔틀버스 30,535대도 특별 관리중이다. 업체와 공항을 오가는 셔틀 버스에 대해서 매일 방역을 진행 중이며, 렌터카 대여 전후로 세차와 방역을 병행하고 있다."
"1040","<U+274D> 이와 함께 제주지역 버스 및 택시 운수종사자 7,174명에게 마스크를 배부해, 운행 시에는 반드시 마스크를 착용토록 하고 있으며, 모든 버스 및 택시마다 손소독제를 비치해 승객들이 수시로 이용할 수 있도록 했다."
"1041","<U+F071> 한편 연휴기간 많은 도민과 관광객이 한라산 등반에 몰릴 것으로 예상됨에 따라 성판악 불법 주정차문제에도 대비 중이다."
"1042","<U+274D> 제주도는 렌터카 대여 시 이에 대한 금지사항을 안내하고, 자치경찰단과 행정시에서는 통해 성판악 주변 불법 주정차 금지에 대한 집중계도도 실시할 계획이다."
"1043","<U+F071> 문경진 제주특별자치도 교통항공국장은 “황금연휴가 최대 분수령이 될 것으로 예상됨에 따라 버스, 택시 등 대중교통에서 한층 강화된 방역과 예방 활동을 병행할 예정”이라며 “그동안의 노력이 물거품 되지 않도록 제주를 찾는 모든 분들의 자발적인 협조를 당부드린다”고 밝혔다."
"1044","※ 관련 문의: 교통항공국 오임수 교통정책과장 ☎ 064) 710-2410"
"1045","교통항공국 한제택 대중교통과장 ☎ 064) 710-4320"
"1046","렌터카 이용자 대상 제주특별자치도 방역관리 홍보 방안"
"1047","<U+274D> 렌터카 업체 연계 안내서 배부 및 이용자 서명을 통한 책임감 부여"
"1048","- 2부 작성(이용자 1부, 업체 1부 보관)"
"1049","- 업체는 안내서 14일간 보관 후 폐기"
"1050","제주 여행자께 드리는 당부 말씀"
"1051","제주를 찾아주신 국민 여러분께 부탁드립니다."
"1052","끝날 때까지 끝난 것이 아닙니다. 방역의 가장 큰 적은 방심입니다."
"1053","제주에서의 일정은 시간이 걸리고 불편하실 수 있을 겁니다."
"1054","단 한 건의 지역감염도 발생하지 않은 청정 제주를 위해"
"1055","제주도의 강화된 방역절차에 협조 부탁드립니다."
"1056","1. 실내·외 모든 곳에서 마스크를 착용해주십시오."
"1057","2. 관광 중 발열, 기침, 후각·미각 상실 등 의심 증상이 나타나신 분들은 즉시 일정을 멈추시고 ① 도 방역대책상황실과 ② 보건소에 연락해 주시기 바랍니다."
"1058","① 도 방역대책상황실"
"1059","064-710-2910"
"1060","② 보건소"
"1061","제주보건소"
"1062","064-728-4082"
"1063","서부보건소"
"1064","064-728-4142"
"1065","동부보건소"
"1066","061-728-4392"
"1067","서귀포보건소"
"1068","064-760-6092"
"1069","서부보건소"
"1070","064-760-6192"
"1071","동부보건소"
"1072","064-760-6292"
"1073","※ 보건소 통화가 어려울 경우 ☎1339"
"1074","3. 확진자 발생 시 신속한 동선 파악을 위해 관광지, 박물관 등에 비치된 방명록을 작성해 주십시오."
"1075","제주도에서는 연휴기간에도 밤낮을 가리지 않고 특별집중태세를"
"1076","유지하며 최선을 다하겠습니다."
"1077","자신과 이웃, 아름다운 제주를 여러분의 높은 시민의식으로"
"1078","지켜주시기 바랍니다."
"1079","위와 같은 도 방역지침 내용을 확인하였습니다"
"1080","______ (서명)"
"1081","제 주 특 별 자 치 도"
"1082","항공기 탑승 전부터 도착까지… 국경수준 방역 강화"
"1083","- 제주도-항공사, 제주공항 출도착 동선 고려해 탑승 전후 코로나19 방지 협업중 -"
"1084","<U+F071> 제주특별자치도는 코로나19 지역사회 유입 방지를 위해 입도하는 모든 국내선 항공사에 제주공항 특별입도절차를 안내하고 재차 협조를 요청했다고 밝혔다."
"1085","<U+274D> 이는 국내선 핵심으로 꼽히는 제주노선의 안정적인 운영과 더불어 지역사회 전파가 없어 청정지역으로 여겨지는 제주지역이 황금연휴를 맞아 호황을 누릴 것에 대한 대비 차원이다."
"1086","<U+F071> 제주도는 각 항공사의 협조 아래 항공기 예약 승객 전체에 대해 문자 메시지와 메신저를 통해 특별입도절차에 대한 사전 안내를 진행하고 있다."
"1087","<U+274D> 문자를 통해 예약 승객에게 코로나19 확산 방지를 위해 마스크 착용 등 개인위생수칙을 준수할 것과 더불어 발열 등 코로나19 의심 증상발생시 1339 신고할 것을 요청했다."
"1088","<U+274D> 또한 기내방송을 통한 특별입도절차 홍보도 병행하고 있다. 반드시 지정된 좌석에 착석할 것과 최근 14일 이내 해외여행이력이 있는 입도객은 제주국제공항 워크스루에서 코로나19 진단검사를 받을 수 있음을 알리고 있는 상황이다."
"1089","<U+274D> 아울러 항공기 도착 후에는 해외 방문력이 있는 승객 대상으로 제주공항에서 코로나19 검사를 받을 수 있도록 하고 있다."
"1090","<U+F071> 이상헌 공항확충지원단장은 “항공기 입도객이 증가하고 있음에 따라 공항 및 항공사 등과 긴밀한 협조체계를 구축해 코로나19 감염 예방을 위해 최선을 다할 계획”이라고 말했다."
"1091","※ 관련 문의: 공항확충지원단 양홍식 공항확충지원과장 ☎ 064) 710-4840"
"1092","사립 미술관<U+2027>박물관<U+2027>종교시설 비상방역체계 지속"
"1093","- 국공립 18개소 임시휴관… 사립 미술관<U+2027>박물관 등 문화분야 관광지 55개소 특별방역시스템 가동 -"
"1094","- 황금연휴(4.30~5.5) 기간 방문객 발열 체크 및 마스크 착용 의무, 방명록 기록 등 -"
"1095","- 천주교<U+2024>개신교<U+2024>불교 등 제주지역 종교시설 현장점검 및 집중방역관리도 유지 -"
"1096","<U+F071> 제주특별자치도는 황금 연휴기간 내 제주방문 관광객이 18만 명에 이를 것으로 예측됨에 따라 밀폐형 시설인 사립 박물관 및 미술관에 대한 집중 관리에 들어간다고 밝혔다."
"1097","<U+F071> 연휴기간 박물관<U+2024>미술관 비상방역체계 구축을 위해 문화체육대외협력국에서는 팀장을 중심으로 2인 1조(11개팀 22명)로 점검반을 구성해, 총 55개소(박물관 41, 미술관 14)에 대한 점검을 29일 실시할 예정이다."
"1098","<U+274D> 연휴 대비 사전 점검을 통해 ▲시설별 방역책임자 지정 및 주기적 방역 실시 ▲방문 관광객 기록 ▲종사자 및 방문객 발열 체크와 마스크 착용 준수 등 관람객들의 코로나19 예방을 위한 위생수칙 준수에 대한 협조를 요청한다."
"1099","<U+274D> 더불어 유증상자 발생 시 방역당국으로 즉시 연락할 수 있도록 관련 비상연락망을 배부하고 연락체계를 구축하는 한편, 종사자용 마스크(개소별 50매) 등 방역 물품도 배부할 계획이다."
"1100","<U+274D> 일제 점검 후에도 연휴기간(4.30~5.5) 동안 매일 이상 유무를 유선으로 체크하고 필요 시 현장 점검도 병행 하는 등 비상근무체계를 가동한다고 밝혔다."
"1101","<U+F071> 한편 제주도는 지난 3월 21일부터 시행된 고강도 사회적 거리두기에 따라 국공립박물관 미술관 18개소(하단 첨부)에 대한 임시 휴관을 지속하고 있으며, 사립박물관 41개소와 미술관 14개소에 대한 방역물품(분무기, 소독약, 손소독제, 비접촉체온계 등)을 지원해 시설별 자체 방역을 강화 중이다."
"1102","<U+F071> 더불어 종교시설에 대한 자체 방역을 지원하고, 가급적 1미터 이상 거리 유지, 발열 체크 및 마스크 착용 등 사회적 거리두기 이행 사항에 대한 지속적 점검을 통해 지역 감염이 발생하지 않도록 철저히 관리해오고 있다."
"1103","<U+274D> 주말인 지난 26일에는 천주교, 개신교, 원불교 등 종교시설 466개소에 대해 도<U+2024>행정시<U+2024>읍면동 합동으로 123개팀 237명을 투입해 집중 점검을 실시했다."
"1104","<U+274D> 오는 5월 3일에도 현장을 방문해 방역지침 준수 여부를 점검할 계획이다."
"1105","<U+274D> 또한 제주도는 도내 전 종교시설 788개소에 대한 방역소독을 실시(3.3~3.15)한 바 있으며, 지난 3월 30일에는 종교시설 내에서 자체적 상시 방역이 가능하도록 분무기, 소독약품, 손소독제, 체온계 등 방역물품을 일제 배부해 종교시설 집회 현장에 대한 관리를 강화하고 있다."
"1106","※ 관련 문의: 문화체육대외협력국 윤진남 문화정책과장 ☎ 064) 710-3410"
"1107","국<U+2027>공립 박물관(미술관) 휴관 현황"
"1108","휴관 여부"
"1109","국립제주박물관"
"1110","감귤박물관"
"1111","김만덕기념관"
"1112","설문대여성문화센터 여성역사문화전시관"
"1113","제주4.3평화기념관"
"1114","제주교육박물관"
"1115","제주돌문화공원(돌박물관)"
"1116","제주특별자치도 민속자연사박물관"
"1117","해녀박물관"
"1118","제주세계자연유산센터 세계유산전시관"
"1119","산악박물관"
"1120","제주도립미술관"
"1121","제주현대미술관"
"1122","제주도립 김창열미술관"
"1123","제주추사관"
"1124","기당미술관"
"1125","소암기념관"
"1126","이중섭미술관"
"1127","제주도, 농어촌민박 고강도 사회적 거리두기 특별점검 실시"
"1128","- 27일~28일까지 도내 43개 읍면동 4,326개소 코로나19 예방수칙 확인 -"
"1129","<U+F071> 제주도가 일부 게스트하우스에서 파티 등을 이유로 사회적 거리두기가 지켜지지 않은 것에 대해 적극 대응해 나갈 방침이다."
"1130","<U+F071> 제주특별자치도가 오는 27일부터 28일까지 양일간 도내 43개 읍면동에 소재한 4,326개소의 농어촌민박에 대해 고강도 사회적 거리두기 특별 점검에 나선다."
"1131","<U+274D> 농어촌민박은 농어촌지역의 주민이 거주하는 단독 또는 다가구 주택을 이용해 투숙객에게 숙박, 취사, 조식 등을 제공하는 사업이다."
"1132","<U+274D> 코로나19 발생 이후 제주도는 농어촌민박업소에 대한 예방수칙 이행 여부를 지속적으로 지도<U+2027>점검해왔다. 하지만 일부 업소에서 투숙객들의 교류를 빙자해 사회적 거리두기를 지키지 않는 사례가 있어 황금연휴를 앞두고 예방수칙을 재홍보하고 경각심을 일깨우는 차원에서 이번 점검을 실시하게 됐다."
"1133","<U+F071> 특별점검은 친환경농업정책과와 보건건강위생과, 자치경찰단과 합동으로 이뤄진다."
"1134","<U+274D> 시설 내 방문객과 악수금지 등 접촉을 최소화하는 사회적 거리두기 준수와 방역 및 개인위생수칙 철저 준수, 손세정제 등 방역물품 비치 사항에 대한 점검이 주를 이룰 예정이다."
"1135","<U+274D> 전병화 농축산식품국장은 “이번 점검을 통해 사회적 거리두기 실천을 강력히 권고하는 한편, 미 준수 업소에 대해서는 특단의 조치를 취할 것”이라며 “농어촌민박을 운영하는 관계자분들도 사회적 거리두기에 적극 동참해줄 것”을 당부했다."
"1136","※ 관련 문의: 농축산식품국 홍충효 친환경농업정책과장 ☎ 064) 710-3050"
"1137","<U+2751> 제주특별자치도(도지사 원희룡)와 4<U+2027>3평화재단(이사장 양조훈)은 4<U+2024>3생존희생자 및 유족들의 숙원인 4·3트라우마센터를 오는 5월 6일 나라키움 제주복합관사(2층, 구 세무서 위치)에서 개소한다고 밝혔다."
"1138","<U+274D> 4<U+2027>3트라우마센터는 국가폭력 피해자의 트라우마 치유에 대한 관심 저조와 전문적인 치유기관 부재 등으로 고령의 4<U+2027>3생존희생자 및 유족들을 위한 치유활동이 필요하다는 인식에서 추진됐다."
"1139","<U+274D> 지난 2015년 4·3생존 희생자와 유족 등 1000여 명을 대상으로 정신건강 조사결과, 생존희생자의 39.1%, 유족의 11.1%는 외상 후 스트레스 장애(PTSD) 고위험군에 해당하고, 이 밖에 생존 희생자의 41.8%, 유족의 20.4%는 치료를 필요로 하는 우울증 증상을 보여 센터 건립이 시급한 과제로 제기된 바 있다."
"1140","<U+2751> 제주도는 4<U+2027>3생존희생자와 유가족은 물론 국가폭력으로 트라우마를 겪고 있는 피해자들을 위한 4<U+2027>3트라우마센터 운영을 통해 다양한 치유<U+2027>재활서비스를 제공함으로써 지역화합과 공동체 회복 등에 긍정적인 역할이 기대하고 있다."
"1141","<U+274D> 4<U+2024>3트라우마센터는 트라우마를 갖고 있는 4·3생존희생자 및 유족들의 치유를 위해, 개인·집단상담, 심리교육, 예술활용 치유, 물리치료, 한방치료, 신체재활 등의 프로그램을 운영할 예정이다."
"1142","<U+274D> 현재 파악되고 있는 트라우마 치유 대상자는 1만 8천여 명으로"
"1143","후유장애인 84명, 수형인 33명, 1세대 유족 13,297명, 1세대 며느리 2,881명, 그 외 국가사업에 의한 피해자 2천여명에 달한다."
"1144","<U+2751> 지난 70주년과 올해 72주년 추념식에서 정부는 센터 설립과 국립 트라우마센터로 승격을 위한 전폭적인 지원 약속이 있었고, 원희룡 도지사는 “트라우마센터를 건립하여 개인상담·물리치료·가족상담 등을 진행하겠다”는 공약을 발표한 바 있다."
"1145","<U+274D> 이에 따라 4<U+2024>3트라우마센터는 국립센터 설립이 법제화 될 때까지 제주와 광주 2곳에서 시범 운영되게 됐으며,"
"1146","- 제주자치도에서는 올해 총 654백만원을 투입하여 제주4<U+2027>3평화재단이 운영을 맡게 된 것이다."
"1147","- 센터는 센터장과 정신건강간호사, 사회복지사, 물리치료사 등 모두 8명으로 구성되며, 개인<U+2024>집단상담, 심리교육, 다양한 예술치유 프로그램(미술, 음악 등)과 물리치료, 한방치료, 신체재활 등의 프로그램을 운영할 계획이다."
"1148","<U+2751> 제주특별자치도 현학수 특별자치행정국장은 “4<U+2027>3트라우마센터는 다학제적 접근을 통한 전인적 서비스를 제공해 트라우마 피해자의 건강과 삶의 질을 향상시키고 나아가 제주 지역 평화공동체 회복을 위한 사회적 치유 기능에도 최선을 다할 것으로 기대한다”며 “피해자들을 위한 전문적 심리치유를 통해 피해자들의 따뜻한 사랑방 역할을 수행함으로써 제주형 트라우마센터의 전형을 세워나가겠다”고 밝혔다."
"1149","<U+F071> 제주특별자치도는 27일부터 시작되는 제주형 재난긴급생활지원금(이하 재난지원금) 현장 접수를 앞두고, 자격확인을 위해 요구되던 건강보험자격득실확인서를 받지 않기로 하는 등 사전 점검에 총력을 기울이고 있다."
"1150","<U+F071> 원희룡 제주특별자치도지사는 26일 오전 9시 집무실에서 긴급대책회의를 주재하며, 제주형 재난긴급생활지원금 온라인 및 현장 접수 추진상황을 보고 받았다."
"1151","<U+274D> 이날 회의에는 도청 관련부서 및 양 행정시 부시장과 함께 주민등록 세대 비율이 높은 동흥동장<U+2027>안덕면장<U+2027>연동장<U+2027>애월읍장 등이 배석해 최일선 읍면동 준비 상황과 현장 의견들을 전달했다."
"1152","<U+F071> 원희룡 도지사는 회의에서 “부적격을 걸러내는 철저한 심사가 목적이 아니”라며 “도민들의 절박함을 고려해서 가급적 지원에 방점을 둔 심사를 해 달라”고 강조했다."
"1153","<U+274D> 또한 “이의 신청 과정에서 이중으로 서러운 점과 억울한 점이 없도록 신속히 처리해 달라”며 “정부차원에서도 국무총리와 감사원장이 국난 극복을 위한 업무수행과 관련해, 현장 직원들의 적극행정을 위해 고의가 아니라면 면책특권이 적용될 수 있도록 감사위원회에 협조공문을 발송하는 방안도 검토할 것”을 지시했다."
"1154","<U+F071> 제주도는 지난 20일부터 행복드림포털(https://happydream.jeju.go.kr/index.htm)을 통해 재난긴급생활지원금 신청을 받은데 이어, 오는 27일 9시부터 주민등록 소재 읍면동주민센터에서 방문 접수를 시작한다."
"1155","<U+274D> 읍면동 창구에서 사전 심사를 진행하고, 신청서를 작성해 행복드림포털에 수시 접수함으로써 신속한 심사와 지급에 나설 계획이다."
"1156","<U+F071> 특히 제주도는 건강보험공단으로부터 제공받은 DB와 행정정보공동이용병행심사를 통해 27일부터 신분증만 지참해도 신청 접수가 가능하도록 접수 시스템을 개선했다."
"1157","<U+274D> 이에 따라 도민들은 직장 확인을 위한 건강보험자격득실확인서를 제출하지 않아도 된다."
"1158","<U+274D> 현장 접수 시 본인을 확인할 수 있는 주민등록증, 운전면허증, 여권 등 신분증만 지참하면 된다. 신청서와 개인정보제공동의서는 읍면동 주민센터에 마련돼 있다."
"1159","<U+F071> 또한 읍면동 주민센터 현장접수와 함께 재난긴급생활지원금 지급에서 제외된 세대에 대한 이의신청 접수도 병행할 계획이다."
"1160","이의신청 접수"
"1161","심사위원회 개최"
"1162","*결과 도에 통보"
"1163","심사단 심의"
"1164","*결과 시 통보"
"1165","지급대상 지출요구"
"1166","읍면동→시"
"1167","주1회(목)"
"1168","주1회(금)"
"1169","주1회(월)"
"1170","<U+274D> 읍면동을 통해 수시로 이의신청을 접수받고, 각 행정시에서 주 1회 심사위원회를 개최해 매주 그 결과를 도에 전달함으로써 지급대상에 누락된 세대에 대한 추가지출에도 힘을 쏟는다."
"1171","<U+274D> 이의신청 접수기간은 4월 27일부터 오는 5월 29일까지 운영한다."
"1172","<U+F071> 제주도는 주민센터 업무량과 방역환경을 고려해 각 마을별 리통사무소를 통해 긴급생활지원금에 대한 홍보와 안내를 진행하는 한편, 예비비를 투입해 행정장비를 임차하고 지원TF<U+2027>이의신청 처리 심사팀을 구성하는 등 전담 인력에 대한 조직을 재정비했다."
"1173","<U+F071> 한편 제주형 재난긴급생활지원금은 생계가 어려운 도민들을 위한 긴급 구호금으로, 코로나19로 생계가 어려워진 중위소득 100% 이하 세대가 지원 대상*이다."
"1174","※ 단, ▲중위소득 100% 초과 세대 ▲기초생활보장 수급세대 ▲공무원, 교직원, 공공기관<U+2027>금융기관 종사자 세대 등은 제외"
"1175","<U+F071> 건강보험료 소득판정기준(하단 첨부)에 따라, 지원 대상이 되는 세대는 주민등록상 주소지 관할 읍면동 주민센터를 방문해 신청하면 된다."
