"","value"
"3840","<U+274D> 이어 대정하수처리장 간이펌프장을 찾아 파쇄와 양수 역할을 하는 내부 시설을 확인했다. 이 자리에서는 하수 배출 시 시설별, 시간별 관리의 중요성을 언급하며 하수 배출량에 대한 상시 모니터링 시스템을 구축할 것을 지시했다."
"3841","■ 특히 대정하수처리장에서는 김성진 대정읍이장협의회장과 이기용 대정하수증설대책위원장을 비롯, 하모1리, 인성리, 안성리, 보성리, 신평리, 구억리 이장 및 어촌계 주민들과 약 40여 분간 간담회를 진행하며 서귀포 대정공공하수처리시설 증설사업에 대한 의견을 교환했다."
"3842","<U+274D> 김성진 대정읍이장협의회장은 “유입인구로 인해 삶의 질이 저하되는 것을 막기 위해서라도 지역의 이해관계나 문제점을 검토하고 해결해 하루 빨리 하수처리장의 증설이 이뤄져야 한다”고 성토했다."
"3843","<U+274D> 조근배 안성리장은 “증설도 좋지만 우천 시 우수 유입부분이 문제가 심각하다”며 “집마다 철저하게 조사해서 잡아줘야 한다”고 요청했다."
"3844","<U+274D> 이에 원희룡 지사는 “희생하는 지역주민들의 지원 보상부분은 도정도 인색하지 않다”며 “실무적으로 반영할 부분과 협의할 부분에 대해서 함께 책임지고 각 마을에서 느끼는 애로사항에 대해서 할 수 있는 조치를 다 취해나가며 같은 목표를 향해 협력해 나가자”고 답변했다."
"3845","<U+274D> 강학찬 상하수도본부 하수계획과장도 “대정지역은 3-4개 마을의 하수가 합류해서 처리장으로 오고 있어 문제가 더 큰 상태”라며 “오는 12월 말까지 전문업체에 기술 진단을 의뢰한 상황이며, 결과에 따라 유입되는 지점을 찾아 관정을 정비할 계획”이라고 설명했다."
"3846","<U+274D> 이 자리에서는 오수를 안정적으로 이송하는 방안과 처리 공법의 변경, 시설 용량의 증설, 유량 조정조 설치 등이 대책으로 거론되기도 했다."
"3847","■ 원희룡 지사는 곧바로 서부하수처리장 중계펌프장으로 자리를 옮겨 하수유출 원인을 파악하고 담당공무원 맨홀 집수정 작업시연을 보면서 하수처리장 직원들의 격무에 고마움을 표시했다."
"3848","<U+274D> 이날 현장에서는 자동제어시스템 작동오류에 의한 사고 재발 방지를 위해 우선 시급한 예산을 투입해 노후 기계설비 교체 및 정비사업 등을 추진토록 했다."
"3849","<U+274D> 또한, 담당공무원이 맨홀 집수정 작업 시연에는 직원들의 협소한 공간에서 작업하는 애로점을 파악하고 열악한 환경에서 근무하는 직원들의 사기진작을 주문하기도 했다."
"3850","■ 한편 원희룡 지사는 지난 10월에는 보목, 제주하수처리장을 찾아 시설·인력·운영 관리 등 하수처리 현안 해결을 위한 세분화된 관리와 비상대응체계 가동을 주문하며, 맞춤형 종합 하수관리체계 마련을 위한 의지를 피력한 바 있다."
"3851","원희룡 제주특별자치도지사입니다."
"3852","일부 언론에서 보도된 ‘제주 한라산 백록담 헬기착륙장 검토’ 기사와 관련해 논란이 일고 있습니다."
"3853","이는 사실에 대한 오해에서 비롯된 것임을 밝힙니다."
"3854","남북정상의 한라산 백록담 방문 가능성이 있어 제주도지사로서 사전 현장 점검과 준비차원에서 그제 (지난 10일) 제주도청 출입기자들과 함께 현장을 찾았습니다."
"3855","저는 백록담 현장에서 남북정상이 도보로 백록담에 오르기가 어려운 만큼, 헬기를 이용할 수 밖에 없는 상황을 기자들에게 설명했고, 동행했던 기자들도 이에 공감을 표시했습니다."
"3856","남북정상의 헬기 이용은 백록담에 헬기착륙장을 설치해 이를 이용한다는 뜻이 아닙니다."
"3857","저 역시 한라산 백록담에 인공적인 헬기착륙장 건설은 반대합니다."
"3858","그동안 한라산 백록담 식생복구나, 탐사, 시추 등을 위해 헬기가 백록담 분화구 안에 착륙한 바 있습니다."
"3859","때문에 이번 남북정상의 백록담 방문 시에도 별도의 인공적인 착륙시설 없이 충분히 헬기이용이 가능할 것으로 판단하고 사전에 현장을 점검한 것입니다."
"3860","실제 남북정상의 백록담 방문시 헬기이용여부는 청와대 및 정부가 현장을 재차 확인하고 종합적으로 판단하고 결정할 사안입니다."
"3861","남북정상의 백록담 방문과 관련해 한라산을 관리하고 있는 도지사로 협조하는 일은 당연한 것으로 여기고 있습니다."
"3862","북미, 남북 실무자회담이 잘 성사되고 국민적 공감대가 형성돼 남북정상이 한라산을 방문하게 되면 제주도 행정은 협조를 아끼지 않을 것입니다"
"3863","다시 한 번 강조하지만 한라산 백록담은 남한 최고봉으로 세계자연유산으로 등재돼 철저한 환경보전을 해왔고, 어떠한 인공시설물도 설치하지 않아왔습니다."
"3864","앞으로도 그럴 것입니다."
"3865"," 제주산 양배추 하차거래 경매 유예요청에 대해, 그동안 ‘불가 입장’만 고수하던 서울시가 1년간 잠정 유예를 검토할 것을 약속했다."
"3866"," 원희룡 제주특별자치도지사는 지난 11일(일) 긴급 상경해 박원순 서울시장과 만나 제주산 양배추 하차거래 전환과 관련해 제주지역 농가의 어려움을 전하고, 관련 협의를 가졌다."
"3867"," 이날 협의자리에서 원희룡 도지사는"
"3868","<U+274D> 양배추인 경우 규격화가 어려움에도 하차거래를 위해 팰릿출하를 요구하고 있어 산지 농업인의 어려움 호소와 물류비 등 추가 부담이 가중되어 가락시장 시설 현대화시(2022년)까지 제주 양배추 하차거래를 유보해 줄 것을 요청했다."
"3869","<U+274D> 이에, 박원순 서울특별시장은 다른 지역과 다른 품목의 형평성을 이유로 제주 양배추에 대해서만 하차 거래 유예는 어렵다고 설명하면서도 제주지역 특성상 생산농가의 어려움이 이해되어, 1년에 한해 잠정 유예하고, 2019년산부터 적용하는 방안을 검토해 나가겠다고 약속했다."
"3870","<U+274D> 제주특별자치도에서는 제주산 양배추 하차거래 경매방식이 유예 조치를 확정해 나가기 위해서 빠른 시일 내에 서울시농수산식품공사(사장 김경호)와 업무 협의해 나갈 계획이다."
"3871"," 제주산 양배추 생산량은 전국 생산량 (329천톤)의 35% 공급하는 국민채소로 자리 매김되어 있다."
"3872","<U+274D> 특히, 겨울철인 경우 가락시장 양배추 반입량의 70%(27천톤)가 제주산으로 경매되어 전국 소비자 식탁에 올려지고 있다"
"3873"," 앞으로 제주특별자치도에서는 양배추 하차거래 시행에 따른 농가 손실을 최소화해 나가기 위하여 양배추 생산자 협의회와 함께 경매방식 변경에 대한 시뮬레이션을 통해 효율적인 물류체계 구축에 최선의 노력을 다해 나가고"
"3874","<U+274D> 하차거래 시행에 대응해서 유통시설 및 장비, 추가 소요 물류비 ,도 자체적으로 채소류 가격안정관리제도를 도입 등 양배추 농가 부담을 해소해 나가는데 적극적인 노력을 다해 나갈 계획이다."
"3875","□ 원희룡 제주특별자치도지사는 오는 13일 ‘제27회 한일해협 연안 8개 시도현 교류 지사회의’에 참석차 부산을 방문한다."
"3876","□ 원희룡 지사는 이날 ‘제주특별자치도 고령 사회 대응 전략 및 우수시책’이라는 주제로 발표를 진행하고 토론을 이어갈 계획이다."
"3877","<U+00A0>○ 원 지사는 도 단위로는 국내 최초로 WHO 고령친화도시 국제네트워크 회원도시로 가입(2017년)한 제주의 고령친화도시 실행계획(2017~2020)을 소개하고 구체적 사례를 공유한다."
"3878","<U+00A0>○ 특히 이번 지사회의 공동 주제가 ‘초고령 사회 대응 시책’인 만큼 한일해협연안 8개 시도현이 함께 모여 지역 주민 삶의 질 제고를 위한 실질적인 노인 정책을 논의하고 문화·관광 분야를 비롯한 협력 사업을 함께 발굴하는 자리가 될 것으로 예상하고 있다."
"3879","<U+00A0>○ 13일부터 14일까지 부산광역시 웨스턴조선호텔 일원에서 진행되는 이번 회의에서 8개 시도현 지사 및 시장들은 한일해협 연안 지역이 지금까지 이어온 강한 유대와 신뢰 관계를 통해 보다 많은 성과를 낼 수 있도록 협력할 것을 강조한다."
"3880","<U+00A0>○ 더불어 초고령 사회 대응 시책과 관련된 공동 교류사업 추진 내용의 공동 성명문도 채택한다."
"3881","<U+00A0>○ 이 자리에는 한국의 4개 시도(제주, 부산, 전남, 경남)와 일본의 4개 현(후쿠오카, 사가, 나가사키, 야마구치)의 지사 및 시장 등 100여명이 참석한다."
"3882","□ 한편 올해로 제27회를 맞는 한일해협 연안 시도현 교류 지사회의는 지난 92년 제주서 제1회 지사회의를 가진 후 매년 개최되고 있으며, 2009년부터는 한일 양 지역의 공동 번영 및 발전을 위해 공동주제를 정하고 주제발표를 이어가고 있다."
"3883","<U+00A0>○ 한일해협권 지역의 주요 시책을 공유함으로써 실질적인 교류·협력 과제를 발굴하고 있으며 올해까지 ▲환경기술교류 ▲수산관계 교류 ▲광역관광협의회 사업 ▲정보네트워크 공동구축 사업 ▲한일해협연안 해양쓰레기 일제 청소 ▲청소년 축구 교류 ▲관광플랜 만들기 등 7개 공동교류사업을 추진한 바 있다."
"3884","■ 원희룡 제주특별자치도지사는 11일 “감귤 보내기를 통해 남북교류협력의 각종 모범사례가 됐던 제주 감귤이 남북 평화와 농업교류에 신호탄이 되길 바란다”고 피력했다."
"3885","■ 원희룡 제주도지사는 이날 오전 10시 서귀포농업기술센터에서 열린 ‘제23회 농업인의 날 제주특별자치도 기념대회’에서 격려사를 통해 “당도 12브릭스(Brix)이상으로 엄선한 제주산 감귤 200톤이 오늘 아침 8시 군 수송기를 타고 북한으로 출발했다”며 이같이 밝혔다."
"3886","■ 원희룡 지사는 “평양 남북정상회담 당시 답례품으로 김정은 북한 국무위원장이 송이버섯을 보냈는데 우리는 답례품으로 제주 감귤을 보내게 됐다”며 “북한의 주요 인사들을 비롯해 북한 주민들에게도 감귤 맛을 선보일 수 있게 됐다”고 설명했다."
"3887","<U+F06D>○ 11일 오전 8시 남측 군 수송기 C-130이 10kg 기준 제주감귤 5000상자(50t)를 싣고 평양 순안공항을 출발한 것에 이어 내일(12일)까지 총 4차례에 걸쳐 10㎏ 2만 상자가 북측에 전달된다."
"3888","<U+F06D>○ 제주도는 지난 1999년부터 2010년까지 12년 동안 감귤·당근 북한 보내기 등 ‘비타민C 외교’를 통해 교류협력을 선도해 왔으나, 지난 2010년 천안함 사태로 인한 5·24 대북조치와 UN 및 미국의 대북 제재로 인해 중단된 상태였다."
"3889","<U+F06D>○ 답례품으로 첫 북한 수송이 이뤄짐에 따라 지난 2010년 이5·24 대북조치 이후 중단됐던 제주 감귤보내기 사업이 재개될 것인지 관심도 집중되고 있다."
"3890","■ 원 지사는 또한 “평양에 돈사를 지어놓은 상태인데 아직은 흑돼지를 넣어놓지 못했지만, 남북교류가 본격적으로 진행되면 제주 흑돼지도 평양에서 번식하면서 북한 주민들에게까지 제주 흑돼지의 우수성과 맛을 널리 전파하는 좋은 일이 일어날 것이라 생각한다”고 밝혔다."
"3891","<U+F06D>○ 도에서는 현재 흑돼지 양돈지원 사업을 비롯해 ▲감귤 보내기 사업 ▲제주-북한 평화 크루즈라인 개설 ▲남북한 교차관광 ▲한라산과 백두산 생태·환경보존 공동협력 ▲제주포럼 북측 대표단 참석 ▲남북 에너지 평화협력 사업 등 ‘5+1 남북교류 협력 사업을 추진 중이다."
"3892","■ 원희룡 지사는 “어제(10일) 제주의 언론인들과 함께 허가를 받고 남벽분기점을 통해 백록담을 다녀왔다”며 “서울 답방 시 한라산 방문 가능성을 고려해 현장 상황을 점검했다”고도 전했다."
"3893","<U+F06D>○ 원 지사는 어제 한라산 방문 시 “백록담 분화구 안 착륙 방안과 기존 성판악 코스 헬기 착륙장 이용 방안을 실무적으로 검토 중”이라며 “인공 시설을 갖춰놓은 백두산과는 달리 한라산은 환경보존 차원에서 시설을 만들지 못했으니 헬기 착륙 여부, 백두산 천지물과 백록담 물을 합수하는 경우 등을 논의하고 있다”고 설명했다."
"3894","<U+F06D>○ 또 “김정은 위원장의 한라산 방문은 평양 방문 시 문재인 대통령이 백두산에 오른 것과 짝을 이룬다”며 방문의미를 전하고 “남북정상의 한라산 방문을 통해 핵무기를 없애고 평화와 화해의 전환점이 되길 바란다”고도 말했다."
"3895","<U+F06D>○ 이 자리에서 원희룡 지사와 출입기자단은 ‘한라에서 백두까지’가 적힌 플랜카드와 제주특별자치도기, 한반도기 깃발을 들고 한반도의 평화를 염원하기도 했다."
"3896","■ 한편, 제주특별자치도농업인단체협의회(회장 정선태)이 주최한 제23회 농업인의 날 기념대회 개막식에는 도내 농업인들과 농업관련 기관 단체 등 1,500여명의 도민들이 함께 참석했다."
"3897","<U+F06D>○ 이번 행사는 ‘사람과 자연이 공존하는 청정 제주 농업!’을 주제로 진행됐으며,"
"3898","<U+F06D>○ 개막식은 개회선언, 농업인상 수여, 유공자 표창(26명), 도농업인단체협의회 개회사, 도지사 격려사, 축사, 농업인단체협의회 결의문 채택 순으로 진행됐다."
"3899","<U+F06D>○ 원 지사는 일반작물, 감귤, 친환경, 축산, 여성농업인, 유통가공 분야별 최고 농업인에게 수여되는 2018년 제주특별자치도 농업인상을 전달했다."
"3900","<U+F06D>○ 더불어 가락시장 양배추 하차거래 전환 예고에 따라, 이날 오후에는 박원순 서울시장을 만나 해양운송 물류비 지원을 위한 협조를 논의할 계획들도 밝혔다."
"3901","■ 원희룡 제주특별자치도지사는 9일(금) 국회를 방문해 ‘제주4·3 특별법’과 ‘제주특별법’ 개정안의 조속한 처리를 요청했다."
"3902","■ 원희룡 제주도지사는 이날 인재근 국회 행정안전위원장과 여·야 행안위 간사단, 자유한국당 김성태 원내대표·함진규 정책위의장·윤재옥 원내수석부대표 등을 만나 ‘제주4·3특별법 개정안’과 ‘제주특별법 개정안’에 대한 관심과 적극 지원을 당부했다."
"3903","<U+274D> 이날 국회에는 제주특별자치도의회 정민구 4·3특별위원회 위원장, 4·3유족회 오임종 회장 직무대행이 동행하였다."
"3904","■ 원희룡 지사는 국회 의원들을 만난 자리에서 행안위 법안심사소위 재심의를 앞두고 적극적인 개정 협조를 요청하며 “제주4·3특별법은 좌우 이념을 떠나 화해와 상생을 위한 것”이라고 조속한 처리를 요청했다."
"3905","<U+274D> 이에 인재근 행안위원장은 지난 26일 제주도에서 치러진 국정감사 당시를 언급하며 “도청 앞에서 98세 할머니와 약속을 했다”고 회상했다. 이어 “돌아가시기 전에 70년 된 한을 풀어드려야 한다”고 덧붙였다."
"3906","<U+274D> 자유한국당 소속 의원들 역시 “제주4·3에 대해 국회내 공감대가 많이 형성되어 있다”면서 “잘 챙기겠다”고 밝혔다."
"3907","■ 한편, ‘제주4·3특별법 개정안(오영훈 의원 대표발의)’은 지난해 12월 19일 국회에 제출되어, 2차례에 걸쳐 국회 행정안전위 법안심사소위에 안건이 상정되었다. 지난 3월에는 심의가 이뤄지지 않았고, 9월 심의에서는 국정감사 끝난 후 재심의하기로 논의되었다."
"3908","<U+274D> 도민의 복리증진을 도모하기 위한 ‘제주특별법 개정안’ 또한 지난해 12월 28일 국회 제출되었다."
"3909","■<U+00A0>원희룡 제주특별자치도지사는 8일 “규모보다는 질적인 면과 선도적 측면에서 전기차 정책을 펼쳐 왔다”며 “최우선 고객이자 협력자로서 전기차 이용자들과 함께 정책을 이끌어 갈 생각”이라고 피력했다."
"3910","■<U+00A0>원희룡 지사는 이날 오후 5시 제주시 노형동 소재 엠버호텔센트럴 연회장에서 열린 ‘한국전기차사용자협회 제주지역 토론회(EVuff@Jeju EV User Forum & Festival)’에 참석해 전기차 연관 산업 및 육성 정책에 대한 변함없는 의지를 드러내며 이 같이 밝혔다."
"3911","<U+274D> 원 지사는 “블록체인은 정부에 문제 제기를 하고 가속도를 붙이는 차원에서 자주 언급을 한 것인데 도지사가 이젠 전기차에 대한 애정은 식고 블록체인으로 넘어갔냐는 얘기도 심심찮게 듣고 있다”고 말문을 열었다."
"3912","<U+274D> 이어 “전기차는 카본프리 아일랜드 2030(탄소제로섬 프로젝트) 구축을 위해 지속적으로 관심을 갖고 있는 정책”이라며, “규모보다는 질적인 면에서 정책을 선도하려고 노력했고, 그 결과로 올해 전기차 1만대 시대가 열린 것”이라고 말했다."
"3913","<U+274D> 원희룡 지사는 “제주 덕에 현재는 다른 지자체까지 전기차 보급에 열을 올리는 상황까지 연출됐다”며, 참석자들에게 “최우선 고객이자 연관 산업을 고민하고, 고용창출까지 담당하는 협력자로서 현장에서 많은 아이디어를 달라”고 전했다."
"3914","<U+274D> 이 자리에 함께한 노희섭 미래전략국장도 “전기차 특구를 통해 연관 산업을 육성하는 것부터 각종 규제를 풀기 위한 접근, 충전기 사업, 전기차 폐배터리 재활용 부분, 신재생에너지 전략까지도 종합적으로 검토하고 있는 실정”이라며 “산업화 측면에서 다방면으로 규제를 풀기위해 노력 중”이라고 덧붙였다."
"3915","<U+274D> 한편 원 지사는 2016년 10월 보조금 위주의 관 주도 보급정책에서 전기차 사용자들의 관심과 참여를 통한 오픈이노베이션으로 전환하는 전기차 2.0시대를 선언한 바 있다."
"3916","■<U+00A0>제주특별자치도와 ㈔한국전기차사용자협회(이사 이찬진)가 공동주최한 이날 행사는 제주 전기차 연관 산업 육성과 전기차 보급 안정화 방안, 제주 전기차 이용자와의 정보 교류를 위해 마련됐다."
"3917","<U+274D> 이 자리에는 원희룡 도지사와 전기차 관련 부서 공무원이 함께 참석했으며 이찬진 한국전기차사용자협회 이사를 비롯해 운영위원, 협력업체, 전기차 서포터즈 등 40여명이 함께 했다."
"3918","<U+274D> 토론회에서는 ▲전기차 충전 스테이션 구축 ▲공동주택 내 전기차 충전인프라 구축 ▲전기차 충전 방해 행위에 대한 처리 방안 ▲소형 전기차 보급 확대 정책 ▲전기차 보급의 전략적 접근 연관성 ▲내년도 충전기 설치 지원 사업 개선 방안 등이 논의됐다."
"3919","■<U+00A0>제주특별자치도는 지난 3월 전기차 등록 대수가 1만대를 돌파한데 이어, 최근 1만4,317대까지 늘어났다."
"3920","■ 원희룡 제주특별자치도지사는 8일 “인권 의식, 직장 문화, 인격 존중에 대한 사회적 기대수준이 높아졌다”며 “공직사회부터 인식 개선을 통해 폭력 예방에 앞장서야 한다”고 강조했다."
"3921","■ 원희룡 지사는 이날 제주도청 본관 4층 탐라홀에서 진행된 <제주특별자치도 공직자 가정폭력·성매매 예방교육>에 참석해 당부말씀을 통해 이 같이 밝혔다."
"3922","<U+F06D>○ 원 지사는 “최근 뉴스의 주요 기사들에는 성희롱은 물론이고, 폭력으로 인해 잘나가고 추앙을 받던 인물들이 재판을 받고 뉴스의 주인공이 되는 경우가 꽤 있다”며 “예전에는 친분을 과시하고 친밀감을 도모하려고 은근슬쩍, 본의 아니게 접촉했던 부분들이 요즘은 아주 심각한 문제가 되고 있다”고 말했다."
"3923","<U+F06D>○ 이는 “사회가 발전적인 과정으로 변화한다고 볼 수 있다”며 “권위적 조직문화나 용모라는 것으로 불감증을 갖고 공직내부에서 그러한 불미스러운 일들이 발생하지 않도록 해야 한다”고 당부했다."
"3924","<U+F06D>○ 원 지사는 또한 “이번 교육이 그저 한번 듣고 ‘나랑은 상관없어’하는 형식적이고 의무적 마음이 아닌, 앞으로 직장생활이나 사회 속에서 자녀와 후배들의 발전 방향에 대한 깨여있는 과정이라 생각하고 잘 귀담아 듣고 내용을 실천해 줄것”을 주문했다."
"3925","■ 이날 교육은 지방자치단체를 비롯한 공공기관은 폭력예방교육 의무 실시 기관임에 따라, 성(性)에 대한 공직자의 올바른 가치관을 함양하고 가정폭력에 대한 올바른 사회인식을 형성하기 위해 마련됐다."
"3926","<U+F06D>○ 강의는 성평등 의식 점검을 시작으로 4대 폭력(성희롱, 성폭력, 성매매, 가정폭력) 중 성매매·가정 폭력의 근본적인 발생 원인을 진단하고, 최근에 발생한 다양한 사례 설명이 이어졌다."
"3927","<U+F06D>○ 교육은 오전·오후로 나누어 도 소속·산하 전 공직자를 대상으로 진행됐으며, 박인경 한국양성평등교육진흥원 전문 강사가 구체적 사례에 대해 발표했다."
"3928","<U+F06D>○ 박인경 전문강사는 지난 2014년 올해의 강의 경연대회에서 가정폭력 예방분야 여성가족부장관상을 수상한 바 있으며, 현재 한국심리상담 연구소 및 경기도가족여성연구원 강사로도 활동 중이다."
"3929","■ 한편, 제주특별자치도는 지방자치단체 최초 ‘성평등정책관’을 신설해 도정 영역 전반에 성평등 관점 확산과 실질적 정책 추진 실행력을 강화하는데 박차를 가하는 중이다."
"3930","<U+F06D>○ 지역 사회 내 성평등 실현을 위해 폭력예방 교육을 비롯해 올해부터 온라인 성희롱(성폭력) 고충 상담 창구를 운영하는 등 건전한 조직 문화 조성을 위한 시스템 정비에도 힘을 쏟고 있다."
"3931","■ 원희룡 제주특별자치도지사가 8일 관광분야 기관 및 단체 간의 소통 일상화를 강조하며, “‘고객이 왕’,‘관광객이 왕’이라는 생각으로 도민이 잘 살기 위한 실질적 대안 마련에 박차를 가할 것”을 주문했다."
"3932","■ 원희룡 지사는 이날 오전 9시 30분 제주도청 2층 삼다홀에서 ‘제주 관광 진흥 전략회의’를 주재하며 이 같이 말했다."
"3933","<U+F06D>○ 원 지사는 이 자리에서 제주관광 활성화를 위한 분야별 추진상황과 계획들을 점검하고 “관광 시장과 관광 산업 일선에서의 여러 가지 추세들과 문제점, 협력 과제들에 대해 보다 긴밀한 회의를 진행하고 허심탄회하게 공유하며 소통을 강화할 것”을 피력했다."
"3934","<U+F06D>○ 이어 “행정은 행정 위주로, 공기업 위주로, 협회는 회원사들 이해관계 위주로 가다보면 늘 문제점은 지적하고 하겠다는 계획은 있는데 막상 현장에서의 실질적인 상황 변화나 협력 부분, 각자의 역할들은 겉돌 수도 있다”고 꼬집었다."
"3935","<U+F06D>○ 원 지사는 “제주에 방문한 관광객들의 소비활동과 시간 비중, 체험 활동 등에 대해 보다 긴밀하게 경험할 필요가 있다”며, “실제 만족도가 고객 설문조사에서 그치는 것이 아니라 성별, 연령별, 계층, 목적별로 세분화하고 현장과 밀착된 실질적인 현상 파악과 대안 마련”을 주문했다."
"3936","<U+F06D>○ 특히 “맛집을 비롯해 특색 있는 상품에 대해서는 트랜드를 정확히 파악해 잘되는 부분을 현장에 반영해야 한다”며 “제주도의 이미지와 만족도를 높이는데 기여한 부분의 평가와 인센티브 제공 등을 통해 제주관광에 보다 더 전략적인 대안을 마련해 나갈 것”을 요청했다."
"3937","<U+F06D>○ 또한 국내외 환경변화에 따른 관광 진흥 방안 마련을 위해 앞으로 매 분기별로 ‘제주관광진흥 전략회의’가 운영될 예정임에 따라, “실질적인 소통을 일상화하고, 개선과제들에 대한 평가와 공유를 통해 협력할 사항이 원활히 공유될 수 있는 회의를 진행할 것”을 당부하기도 했다."
"3938","<U+F06D>○ 제주 관광의 종합적인 컨트롤 타워 구축과 민·관 협업을 통한 관광객 수용태세 개선을 위해 마련된 이날 회의에는 관광국, 기획조정실, 도민안전실을 비롯해 실국부서장들과 제주관광협회, 제주관광학회, 제주관광공사, 제주국제컨벤션센터(ICC 제주), 제주연구원 등이 함께 참석했다."
"3939","■ 이날 회의에서는 ▲제주관광 질적 성장과 내실화 방안 ▲지역중심 관광활성화 방안 ▲스마트관광 기반구축 및 개별여행객 편의 확대 방안 ▲안전, 안심 이미지 제고방안 ▲남북관계 변화에 따른 전략적 대응방안 등에 대한 분야별 중점 추진 실천 계획들이 공유됐다."
"3940","■ 원희룡 제주특별자치도지사는 7일 “북한도 핵으로 전기를 만드는 것이 아닌 제주의 모델을 따라 풍력, 태양광, 바이오 등을 통한 평화 에너지 체계에 함께 하길 바란다”며 북한에 에너지 평화 사업의 동반자가 되어 줄 것을 제안했다."
"3941","■ 원희룡 지사는 이날 오후 1시 20분 오션스위츠 제주호텔에서 열린 ‘제10회 지방자치단체 남북교류협력 워크숍’에서 환영사를 통해 제주 카본프리 아일랜드(탄소 없는 섬) 프로젝트를 언급하며 이같이 말했다."
"3942","<U+274D> 도가 추진하고 있는 카본프리 아일랜드는 오는 2030년까지 풍력, 태양광, 바이오 등을 통해 화석연료를 100% 신재생에너지로 전환하겠다는 계획이다."
"3943","■ 원 지사는 또한 ▲흑돼지 양돈지원사업 ▲감귤 보내기 사업 ▲제주-북한 평화 크루즈라인 개설 ▲남북한 교차관광 ▲한라산과 백두산 생태·환경보존 공동협력 ▲제주포럼 북측 대표단 참석 ▲남북 에너지 평화협력 사업 등 제주도의 ‘5+1 남북교류 협력’사업들을 설명하며 제주가 남북교류의 선도적 지역임을 널리 알렸다."
"3944","<U+274D> 원 지사는 이전 참석 행사인 감귤국제박람회에서도 화두는 단연 “김정은 국무위원장의 답방이였다”며 “제주는 지난 1999년부터 감귤·당근보내기를 비롯 ‘비타민C 외교’를 통해 남북교류를 선도했으며 북측 초청으로 네 차례에 걸쳐 제주도민 830여명이 평양을 방문한 적도 있다” 고 말했다."
"3945","<U+274D> 또한 김정은 위원장의 한라산 방문 가능성을 고려해 오는 10일에는 제주 지역 언론사와 함께 헬기착륙장과 현장 상황을 점검하기 위해 사전 탐방할 계획도 밝히며 “김 위원장의 제주 방문이 남북 교류에 큰 물꼬를 트는 계기가 될 수 있도록 준비 하겠다”고 말했다."
"3946","<U+274D> 원 지사는 “한반도의 항구적 평화와 번영을 위해서는 오랫동안 남북 교류협력을 준비해온 지자체의 역할이 무엇보다 중요하다”며 “이번 워크숍이 지자체 차원에서 추진하는 남북 교류협력 사업을 공유하고, 전국 지자체가 앞으로도 힘을 합쳐서 남북교류사업을 이끌어 가길 희망한다”고 덧붙였다."
"3947","<U+274D> 이날 워크숍에는 원희룡 도지사, 강영석 남북협력 제주도민운동본부 이사장을 비롯해 통일부, 행안부, 17개 광역시도 남북교류협력 관계자들이 함께 참석했다."
"3948","<U+F071> 한편, 제주특별자치도와 경기도가 공동 주최하고, ㈔남북협력 제주도민운동본부(이사장 강영석, 이하 ‘제주도민운동본부’)와 경기연구원(원장 이한주)이 공동 주관한 이번 행사는 오늘(7일)을 시작으로 8일까지 1박2일간 진행된다."
"3949","<U+274D> 제주-경기 남북교류협력 공동 워크숍은 제주도민운동본부와 경기연구원이 지난 2009년 3월 13일 남북교류협력 등에 관한 학술·연구교류 협약을 맺고 매년 개최되고 있다."
"3950","<U+274D> 특히 올해는 통일부 주관의 ‘전국 지방자치단체 남북교류협력 세션’이 열려 지자체 남북교류사업에 대한 평가와 향후 정부차원의 지자체 사업에 대한 방향 제시와 토론이 진행되기도 했다."
"3951","■<U+00A0>원희룡 제주특별자치도지사는 “제주가 남북 교류협력의 새로운 단계로 나아가는데 앞장 서겠다”며 “김정은 국무위원장이 제주에 온다면 맛있는 제주산 감귤을 꼭 맛보여 주고 싶다”고 피력했다."
"3952","■ ‘2018 제주국제감귤박람회’가 오늘(7일)부터 13일까지 7일간 농업기술원 서귀포농업기술센터 일원에서 진행 중인 가운데, 원희룡 제주도지사는 개막식에 참석해 이 같이 밝혔다."
"3953","■<U+00A0>원 지사는 환영사를 통해 “올해는 한반도를 둘러싸고 평화의 기류가 흐르고 있다. 과거 평화 메신저로 활약한 제주 감귤을 빼놓을 수 없다”고 운을 띄웠다."
"3954","<U+F06D> ○ 이어 “제주는 1999년부터 12년 동안 북한에 제주감귤을 보내며‘비타민C’ 외교를 통해 남북 교류 협력의 물길이 트였다”고 설명했다."
"3955","■<U+00A0>또한 “올해는 감귤 산업화 50년을 맞는 해”라며 “제주 경제의 버팀목이자 산업을 이끌어온 제주감귤이 이제는 새로운 50년을 준비할 때”라고 강조했다."
"3956","<U+F06D> ○ 원 지사는 “오래된 감귤나무와 과수원을 정비해 생산성을 높이고, 활용이 부족했던 풋귤은 8월의 과일로 시장서 자리를 잡고 있는 만큼 꼼꼼하게 관리해 줄 것”을 당부하면서 “전 세계 속 명품과일로 발전하는 제주 감귤의 새 미래를 열어가자”고 말했다."
"3957","<U+F06D> ○ 이날 개막식에는 2018 제주국제감귤박람회 홍보대사 서현을 비롯해, 장바오치 주제주 중화인민공화국총영사관 부총영사, 기타 리츠오 주제주 일본국총영사관 총영사, 정선태 도농업인단체협의회 회장 등 도민, 관람객 1천 여 명이 참석했다."
